"","region","year","Pobl_total","Pobl_16","PIB_nominal","PIB_real","Empleo_agreg","Empleo_constr","Empleo_ser","Creacion","total","agricultura","industria","construcción","servicios"
"267","Alicante","2017","1842572",1551165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Alicante","2018","1845470",1554337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Alicante","2019","1862780",1571190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Alicante","2020","1885559",1593577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Alicante","2021","1895192",1606439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Alicante","2022","1904362",1618136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Almería","1955",NA,NA,NA,NA,111472,5877,25249,NA,NA,NA,NA,NA,NA
"274","Almería","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Almería","1957",NA,NA,NA,NA,112390,6753,26571,NA,NA,NA,NA,NA,NA
"276","Almería","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Almería","1959",NA,NA,NA,NA,113741,6900,27871,NA,NA,NA,NA,NA,NA
"278","Almería","1960",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"279","Almería","1961",NA,NA,NA,NA,115064,7264,29257,2,NA,NA,NA,NA,NA
"280","Almería","1962",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"281","Almería","1963",NA,NA,NA,NA,117245,7671,31572,0,NA,NA,NA,NA,NA
"282","Almería","1964",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"283","Almería","1965",NA,NA,NA,NA,117680,8249,33580,8,NA,NA,NA,NA,NA
"284","Almería","1966",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"285","Almería","1967",NA,NA,NA,NA,117453,8653,35905,2,NA,NA,NA,NA,NA
"286","Almería","1968",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"287","Almería","1969","377641",NA,100212,22170.796460177,116610,9235,38379,6,NA,NA,NA,NA,NA
"288","Almería","1970",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"289","Almería","1971","377637",254063,135528,26837.2277227723,122395,10422,40335,6,NA,NA,NA,NA,NA
"290","Almería","1972","380880",256909,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"291","Almería","1973","384280",259419,204786,34533.8954468803,124097,10738,42223,8,NA,NA,NA,NA,NA
"292","Almería","1974","387553",262619,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"293","Almería","1975","390688",265912,307830,38334.9937733499,126456,11215,44305,17,NA,NA,NA,NA,NA
"294","Almería","1976","393691",268857,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"295","Almería","1977","397307",272032,512658,45854.9194991055,127643,11511,47280,29,126500,56800,11100,13300,45400
"296","Almería","1978","400700",274722,NA,NA,NA,NA,NA,21,122700,54800,11500,13400,43000
"297","Almería","1979","403841",277316,NA,NA,130200,11995,49625,28,118100,51100,8900,11500,46500
"298","Almería","1980","407049",280475,748872,39539.1763463569,NA,NA,NA,51,119200,53500,8700,10600,45700
"299","Almería","1981","410149",284097,923886,42634.3331795108,128670,10168,51672,42,119700,51200,11600,10500,46400
"300","Almería","1982","415261",289251,1050138,42344.2741935484,NA,NA,NA,87,116900,46300,10300,12000,48400
"301","Almería","1983","420329",295324,1186518,42119.9148029819,129870,10410,54167,87,115300,45400,12100,14300,43300
"302","Almería","1984","425214",300624,1430598,45329.4676806084,NA,NA,NA,93,113500,43100,10400,8900,51100
"303","Almería","1985","430119",306152,1527948,44262.6882966396,131088,10430,59598,130,105500,37900,10400,10000,47300
"304","Almería","1986","434532",311410,1803276,47819.5704057279,NA,NA,NA,196,116700,48100,8100,10800,49800
"305","Almería","1987","438682",316516,2118372,52972.5431357839,136713,12104,65411,252,116700,46300,6700,12100,51600
"306","Almería","1988","442945",321659,2265024,54226.0952836964,NA,NA,NA,331,128100,43800,7100,14100,63100
"307","Almería","1989","447058",326913,2724648,61296.9178852643,141019,15358,68772,323,140100,45600,11600,13000,69900
"308","Almería","1990","450797",332126,3172608,66904.4285111767,NA,NA,NA,283,144400,38300,11300,17300,77400
"309","Almería","1991","454951",337509,3401112,67189.0952192809,141873,14560,73080,279,146400,41800,11100,18700,74800
"310","Almería","1992","462052",345709,3575370,66654.9217002237,NA,NA,NA,340,150900,43900,12900,13500,80700
"311","Almería","1993","470038",355044,3702480,65939.0917186109,137425,11340,75380,440,145200,42800,12900,10500,79000
"312","Almería","1994","477638",364077,4000410,67849.5590230665,NA,NA,NA,702,135000,38100,7700,7000,82200
"313","Almería","1995","485082",373434,4455151,72406.1595969446,NA,NA,NA,801,138300,37600,9200,14600,77000
"314","Almería","1996","492536",382715,4721361,73863.5951188986,NA,NA,NA,761,147800,39600,7400,16400,84400
"315","Almería","1997","499714",391779,5143904,78222.3844282238,NA,NA,NA,767,149600,37400,7000,16800,88500
"316","Almería","1998","507104",400907,5455869,81370.1565995526,NA,NA,NA,940,156700,36100,12600,17800,90300
"317","Almería","1999","514492",409890,6218991,91348.2814336075,NA,NA,NA,1020,177900,35400,12300,21200,109000
"318","Almería","2000","522095",418349,6695082,95589.4060536836,NA,NA,NA,1019,182300,30000,12000,24300,116000
"319","Almería","2001","529788",426758,6815786,93881.349862259,NA,NA,NA,1000,189500,37300,13500,27500,111300
"320","Almería","2002","545531",441838,7504729,100829.356442295,NA,NA,NA,1305,197800,41400,12800,25700,117900
"321","Almería","2003","560655",454568,8275193,107191.619170984,NA,NA,NA,NA,205900,42200,14900,25200,123500
"322","Almería","2004","577427",468714,NA,NA,NA,NA,NA,NA,222800,42600,13500,34100,132600
"323","Almería","2005","603215",491872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Almería","2006","627719",513481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Almería","2007","642797",525697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Almería","2008","659443",539553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Almería","2009","673042",551078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Almería","2010","680484",557166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Almería","2011","686448",561602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Almería","2012","689320",563214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Almería","2013","691680",564413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Almería","2014","688888",561416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Almería","2015","691155",563213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Almería","2016","696186",567623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Almería","2017","700041",570903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Almería","2018","701069",571802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Almería","2019","706871",576972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Almería","2020","715665",585159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Almería","2021","720861",590921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Almería","2022","723899",594655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Asturias (Ppdo. de)","1955",NA,NA,NA,NA,401942,43847,89057,NA,NA,NA,NA,NA,NA
"342","Asturias (Ppdo. de)","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Asturias (Ppdo. de)","1957",NA,NA,NA,NA,413505,45392,93743,NA,NA,NA,NA,NA,NA
"344","Asturias (Ppdo. de)","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Asturias (Ppdo. de)","1959",NA,NA,NA,NA,422951,45220,99627,NA,NA,NA,NA,NA,NA
"346","Asturias (Ppdo. de)","1960",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"347","Asturias (Ppdo. de)","1961",NA,NA,NA,NA,434639,43754,105841,7,NA,NA,NA,NA,NA
"348","Asturias (Ppdo. de)","1962",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"349","Asturias (Ppdo. de)","1963",NA,NA,NA,NA,431501,42595,111827,18,NA,NA,NA,NA,NA
"350","Asturias (Ppdo. de)","1964",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"351","Asturias (Ppdo. de)","1965",NA,NA,NA,NA,426800,41659,116034,26,NA,NA,NA,NA,NA
"352","Asturias (Ppdo. de)","1966",NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"353","Asturias (Ppdo. de)","1967",NA,NA,NA,NA,428184,40956,122148,43,NA,NA,NA,NA,NA
"354","Asturias (Ppdo. de)","1968",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
"355","Asturias (Ppdo. de)","1969","1046675",NA,482232,106688.495575221,425796,41265,125089,39,NA,NA,NA,NA,NA
"356","Asturias (Ppdo. de)","1970",NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
"357","Asturias (Ppdo. de)","1971","1052039",773166,588210,116477.227722772,420570,37417,130303,35,NA,NA,NA,NA,NA
"358","Asturias (Ppdo. de)","1972","1060233",781898,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
"359","Asturias (Ppdo. de)","1973","1069075",791105,823722,138907.588532884,420689,33820,135494,39,NA,NA,NA,NA,NA
"360","Asturias (Ppdo. de)","1974","1077057",800419,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA
"361","Asturias (Ppdo. de)","1975","1085361",809120,1208742,150528.268991283,423639,32946,141058,56,NA,NA,NA,NA,NA
"362","Asturias (Ppdo. de)","1976","1093550",818031,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
"363","Asturias (Ppdo. de)","1977","1102125",827278,1728354,154593.381037567,418867,32688,147374,93,414900,116000,124600,31000,143300
"364","Asturias (Ppdo. de)","1978","1109883",835126,NA,NA,NA,NA,NA,89,407200,110500,124800,29600,141800
"365","Asturias (Ppdo. de)","1979","1116858",843594,NA,NA,412998,29213,152678,134,404900,113100,121700,32400,137500
"366","Asturias (Ppdo. de)","1980","1123163",851909,2538108,134007.814149947,NA,NA,NA,157,398100,104500,118900,26600,148100
"367","Asturias (Ppdo. de)","1981","1128756",859813,2881506,132972.127365021,391895,26650,156628,158,386300,101100,115200,25700,144300
"368","Asturias (Ppdo. de)","1982","1130500",865730,3379098,136253.951612903,NA,NA,NA,185,366200,78300,111000,27200,149100
"369","Asturias (Ppdo. de)","1983","1129917",870985,3756462,133349.733759318,384150,27737,161929,193,358000,71400,105800,24700,156000
"370","Asturias (Ppdo. de)","1984","1128561",875672,4190706,132785.36121673,NA,NA,NA,242,354300,83400,103500,25900,141400
"371","Asturias (Ppdo. de)","1985","1126355",879026,4800606,139067.381228273,379773,27029,166756,429,347200,84000,99500,23600,139800
"372","Asturias (Ppdo. de)","1986","1122981",881974,5528382,146602.545743835,NA,NA,NA,381,342100,73800,97800,24700,145300
"373","Asturias (Ppdo. de)","1987","1119511",885302,5857284,146468.717179295,387593,28690,178034,497,341200,74500,87200,27200,152000
"374","Asturias (Ppdo. de)","1988","1115045",888897,6421896,153744.21833852,NA,NA,NA,590,346600,74400,87500,26600,158100
"375","Asturias (Ppdo. de)","1989","1109331",892772,7158252,161040.539932508,379990,30122,183154,631,350600,67000,88600,28300,166800
"376","Asturias (Ppdo. de)","1990","1102849",895911,7714530,162685.153943484,NA,NA,NA,658,349100,52200,89000,30600,177400
"377","Asturias (Ppdo. de)","1991","1095557",899234,8335902,164676.056894508,372140,34218,187247,610,363700,56200,86300,39000,182100
"378","Asturias (Ppdo. de)","1992","1092874",906222,9070176,169093.512304251,NA,NA,NA,719,352200,50000,80000,37600,184600
"379","Asturias (Ppdo. de)","1993","1091116",913851,9241926,164593.517364203,347361,31510,191067,784,340900,50400,71000,32100,187400
"380","Asturias (Ppdo. de)","1994","1088497",920669,9775350,165796.302578019,NA,NA,NA,1164,327800,49600,65500,27800,185000
"381","Asturias (Ppdo. de)","1995","1086001",927157,10583097,171998.976109215,NA,NA,NA,1086,320400,39000,66800,23300,191300
"382","Asturias (Ppdo. de)","1996","1082714",931934,11081648,173367.459324155,NA,NA,NA,1081,325500,39800,70600,29300,185700
"383","Asturias (Ppdo. de)","1997","1079198",935907,11457960,174239.05109489,NA,NA,NA,1052,317600,35700,67400,29900,184700
"384","Asturias (Ppdo. de)","1998","1076012",939370,12394228,184850.52945563,NA,NA,NA,1226,316700,34400,62500,35200,184600
"385","Asturias (Ppdo. de)","1999","1072219",941426,12714496,186758.166862515,NA,NA,NA,1306,332300,32500,68300,38200,193200
"386","Asturias (Ppdo. de)","2000","1068287",942540,13751247,196334.194745859,NA,NA,NA,1442,343600,31100,74100,36900,201500
"387","Asturias (Ppdo. de)","2001","1064851",943250,14597326,201065.096418733,NA,NA,NA,1185,355400,27900,70600,38400,218700
"388","Asturias (Ppdo. de)","2002","1062796",944290,15407082,207000.967351874,NA,NA,NA,1472,367100,24600,74800,40700,227000
"389","Asturias (Ppdo. de)","2003","1062320",946134,16205553,209916.489637306,NA,NA,NA,NA,370100,29100,70200,41800,229100
"390","Asturias (Ppdo. de)","2004","1062408",947396,NA,NA,NA,NA,NA,NA,389500,26600,73000,46900,243000
"391","Asturias (Ppdo. de)","2005","1062755",948373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Asturias (Ppdo. de)","2006","1063488",948788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Asturias (Ppdo. de)","2007","1065291",949681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Asturias (Ppdo. de)","2008","1071081",953751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Asturias (Ppdo. de)","2009","1076280",957069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Asturias (Ppdo. de)","2010","1077103",956227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Asturias (Ppdo. de)","2011","1075877",953642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Asturias (Ppdo. de)","2012","1074304",950888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Asturias (Ppdo. de)","2013","1067802",943618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Asturias (Ppdo. de)","2014","1058975",935187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Asturias (Ppdo. de)","2015","1049875",926504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Asturias (Ppdo. de)","2016","1040925",918310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Asturias (Ppdo. de)","2017","1034277",912352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Asturias (Ppdo. de)","2018","1027624",906700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Asturias (Ppdo. de)","2019","1022205",902244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Asturias (Ppdo. de)","2020","1018899",900521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Asturias (Ppdo. de)","2021","1012889",896884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Asturias (Ppdo. de)","2022","1006193",892848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Ávila","1955",NA,NA,NA,NA,101957,3432,18556,NA,NA,NA,NA,NA,NA
"410","Ávila","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Ávila","1957",NA,NA,NA,NA,102312,3631,19246,NA,NA,NA,NA,NA,NA
"412","Ávila","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Ávila","1959",NA,NA,NA,NA,102227,3665,19690,NA,NA,NA,NA,NA,NA
"414","Ávila","1960",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"415","Ávila","1961",NA,NA,NA,NA,99355,4001,20512,1,NA,NA,NA,NA,NA
"416","Ávila","1962",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"417","Ávila","1963",NA,NA,NA,NA,94911,4142,21506,0,NA,NA,NA,NA,NA
"418","Ávila","1964",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"419","Ávila","1965",NA,NA,NA,NA,89672,4114,22065,1,NA,NA,NA,NA,NA
"420","Ávila","1966",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"421","Ávila","1967",NA,NA,NA,NA,84887,4100,22646,2,NA,NA,NA,NA,NA
"422","Ávila","1968",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"423","Ávila","1969","218001",NA,59592,13184.0707964602,83108,4293,23357,3,NA,NA,NA,NA,NA
"424","Ávila","1970",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"425","Ávila","1971","211556",154920,70284,13917.6237623762,79112,4995,24026,1,NA,NA,NA,NA,NA
"426","Ávila","1972","208727",154355,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"427","Ávila","1973","205980",153356,96000,16188.8701517707,72364,5518,24511,4,NA,NA,NA,NA,NA
"428","Ávila","1974","203195",152336,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"429","Ávila","1975","200348",151126,139686,17395.5168119552,71170,5892,25150,4,NA,NA,NA,NA,NA
"430","Ávila","1976","197467",149676,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"431","Ávila","1977","194591",148432,201756,18046.1538461538,66692,6270,25594,7,60500,26400,6800,7400,19600
"432","Ávila","1978","191776",146739,NA,NA,NA,NA,NA,6,59800,21600,6800,7600,23700
"433","Ávila","1979","189079",145099,NA,NA,63699,6454,25695,8,58800,20600,6000,8300,23900
"434","Ávila","1980","186496",143607,367992,19429.3558606125,NA,NA,NA,10,56500,22200,5100,8100,21100
"435","Ávila","1981","184062",142190,389694,17983.1102907245,62724,6515,25742,11,51800,17600,6500,8200,19500
"436","Ávila","1982","183217",142474,415278,16745.0806451613,NA,NA,NA,20,53300,21700,6100,6000,19400
"437","Ávila","1983","182687",143137,484938,17214.696485623,61161,6513,26229,20,55300,21300,4700,6500,22800
"438","Ávila","1984","181996",143737,549948,17425.4752851711,NA,NA,NA,26,56400,23000,4600,4900,23900
"439","Ávila","1985","181293",143972,618978,17930.9965237543,61573,6460,27758,41,53200,21000,5000,3300,23800
"440","Ávila","1986","180473",144011,717138,19017.1837708831,NA,NA,NA,69,53300,19500,6200,5100,22600
"441","Ávila","1987","179546",144032,778842,19475.9189797449,60880,7132,28669,73,53000,18100,5300,5800,23700
"442","Ávila","1988","178518",143835,884808,21182.858510893,NA,NA,NA,77,55000,18300,6000,6400,24300
"443","Ávila","1989","177331",143678,1013382,22798.2452193476,60689,8398,30233,96,56700,14200,6300,8100,28200
"444","Ávila","1990","176093",143416,1110480,23417.9671024884,NA,NA,NA,114,55400,11700,7700,8300,27600
"445","Ávila","1991","174732",142971,1226424,24228.0521532991,59028,8150,31361,96,59000,12200,6600,8200,32100
"446","Ávila","1992","173776",143275,1285044,23956.8232662192,NA,NA,NA,121,53600,9400,7000,7100,30100
"447","Ávila","1993","172921",143654,1380006,24577.1326803206,57341,7908,32797,115,54100,8300,6400,7700,31700
"448","Ávila","1994","172131",143953,1435164,24341.31614654,NA,NA,NA,191,48000,8100,4500,9200,26200
"449","Ávila","1995","171183",144080,1573807,25577.8807085974,NA,NA,NA,212,47800,5900,6900,8500,26500
"450","Ávila","1996","170224",144022,1653091,25861.8742177722,NA,NA,NA,143,49800,8100,5700,7800,28100
"451","Ávila","1997","169195",143857,1697319,25810.8120437956,NA,NA,NA,120,50900,9800,5200,7800,28100
"452","Ávila","1998","168108",143517,1819255,27132.8113348248,NA,NA,NA,163,55400,9400,6800,7700,31600
"453","Ávila","1999","166790",142987,1903769,27963.7044653349,NA,NA,NA,185,55200,8000,6300,7900,33000
"454","Ávila","2000","165615",142390,2065658,29492.5471159338,NA,NA,NA,162,56500,8700,8400,7800,31500
"455","Ávila","2001","164465",141858,2165709,29830.7024793388,NA,NA,NA,145,59900,9100,11200,7700,31900
"456","Ávila","2002","163204",141041,2182841,29327.435173989,NA,NA,NA,209,56100,9800,8400,7000,31000
"457","Ávila","2003","163549",141805,2313769,29971.1010362694,NA,NA,NA,NA,60200,10300,8800,11300,29800
"458","Ávila","2004","164651",143050,NA,NA,NA,NA,NA,NA,57700,8500,8200,10900,30100
"459","Ávila","2005","166166",144620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Ávila","2006","167950",146120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Ávila","2007","170206",147896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Ávila","2008","173290",150235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ávila","2009","173818",150427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Ávila","2010","173370",149930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Ávila","2011","172771",149396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Ávila","2012","171365",148293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Ávila","2013","169458",146621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Ávila","2014","167331",144843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Ávila","2015","165741",143486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Ávila","2016","163650",141866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Ávila","2017","161749",140391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Ávila","2018","160032",138907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Ávila","2019","159260",138434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Ávila","2020","158895",138203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Ávila","2021","158854",138381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Ávila","2022","159062",138949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Badajoz","1955",NA,NA,NA,NA,286007,18635,54672,NA,NA,NA,NA,NA,NA
"478","Badajoz","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Badajoz","1957",NA,NA,NA,NA,281928,19228,57200,NA,NA,NA,NA,NA,NA
"480","Badajoz","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Badajoz","1959",NA,NA,NA,NA,275554,18295,59146,NA,NA,NA,NA,NA,NA
"482","Badajoz","1960",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"483","Badajoz","1961",NA,NA,NA,NA,266018,17739,61617,2,NA,NA,NA,NA,NA
"484","Badajoz","1962",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"485","Badajoz","1963",NA,NA,NA,NA,252631,17962,63486,5,NA,NA,NA,NA,NA
"486","Badajoz","1964",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"487","Badajoz","1965",NA,NA,NA,NA,249170,18433,65554,12,NA,NA,NA,NA,NA
"488","Badajoz","1966",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"489","Badajoz","1967",NA,NA,NA,NA,231971,17780,68187,11,NA,NA,NA,NA,NA
"490","Badajoz","1968",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"491","Badajoz","1969","724508",NA,176100,38960.1769911504,224997,16796,70238,10,NA,NA,NA,NA,NA
"492","Badajoz","1970",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"493","Badajoz","1971","701675",485676,218508,43268.9108910891,220080,16272,73238,10,NA,NA,NA,NA,NA
"494","Badajoz","1972","696679",484633,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"495","Badajoz","1973","692036",483827,306828,51741.652613828,216317,15633,75540,24,NA,NA,NA,NA,NA
"496","Badajoz","1974","686680",482473,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA
"497","Badajoz","1975","680857",481268,414594,51630.6351183064,208059,13120,75886,24,NA,NA,NA,NA,NA
"498","Badajoz","1976","674978",479331,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"499","Badajoz","1977","668997",477758,602796,53917.3524150268,196668,12604,79049,45,192100,80400,23800,10100,77000
"500","Badajoz","1978","662646",475210,NA,NA,NA,NA,NA,42,192500,77800,27400,11700,75500
"501","Badajoz","1979","656437",472870,NA,NA,187408,12861,80171,27,186400,71200,19700,15400,79900
"502","Badajoz","1980","650416",470436,878376,46376.7687434002,NA,NA,NA,69,180100,61700,18000,15000,83300
"503","Badajoz","1981","644694",468542,966516,44601.5689893862,179009,11728,83063,80,172800,54900,20200,13500,84100
"504","Badajoz","1982","645404",472305,1101894,44431.2096774194,NA,NA,NA,81,167000,50900,20200,12700,83200
